#FILE	NUM_FOUND	NlpI_gi_218560235	afaC/draC/daaC_VFG045796	ag43-MS7163	ag43a_CFT073	aufC_ECS88_3823	cdtB_gi_117623644	chuA_gi_26250130	cirA_AE016763_105	cjrC_UTI89_RS25305	clbB_gi_112292718	cnf1_gi_403299	csgE_gi_15801156	ecpC_gi_15799996	eibC_gi_7523529	eibE_gi_7523541	eibG_gi_299150344	eitB_APECO1_RS26190	entS_gi_26246570	fecA_b4291	fepA_gi_26246561	fhuA_b0150	fhuE_b1102	fimD_gi_15804892	fiu_c0890	fliC(H1)_L07387.1	fliC(H4)_AJ536600.1	fliC(H7)_AF228487.1	focH_gi_386638502	fyuA_gi_26248288	hbp/tsh_gi_3288154	hlyA_gi_386641997	hlyF_APECO1_O1CoBM189	hma_gi_26248334	hra1_AAC13751	ibeA_gi_18152905	ibeB_gi_4835717	iha_gi_78057505	ireA_gi_26250982	iroN_gi_26247124	iss_SPG000143	iutA_gi_26249458	kpsD_gi_409035	nhaA_GeneID:944758	ompA_gi_7188818	ompT_SPG000077	papC_gi_26249425	papGIII_ABE1029	papGII_AAN82031	papGI_ELL40467	pic_gi_387610008	pixC_gi_30524679	sat_gi_26249454	sfaH_gi_91210144	sisA_AE016766_93	sitA_gi_386618823	tcpC_gi_26248250	tosA_c0363	traJ_gi_150860	traT_SPG000097	uclC_ABE10308	upaB_ECP_0379	upaC/ehaB_VFG045825	upaE_c2895	upaG/ehaG_beta	upaI_ECP_2276	usp_gi_386617620	vat_gi_386605757	yadV_b0140	ydeT_AE016760_251	yehC_b2110	yfcV_b2339	yqiH_c3793	znuB_AAC74929
ESC_LB1188AA_AS_abricate.tsv	29	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00;99.68	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	100.00	100.00
ESC_LB1197AA_AS_abricate.tsv	26	100.00	.	.	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	99.96	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	83.52;98.56;84.87	100.00	.	.	.	100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	.	100.00
ESC_LB1203AA_AS_abricate.tsv	22	100.00	.	98.08;98.08	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB1226AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	98.95	.	.	.	.	.	.	.	96.62	.	100.00	99.76	.	.	100.00	99.96	.	100.00	.	100.00
ESC_LB1233AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	98.95	.	.	.	.	.	.	.	96.62	.	100.00	99.76	.	.	100.00	99.96	.	100.00	.	100.00
ESC_LB1868AA_AS_abricate.tsv	25	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	98.95	.	.	.	.	.	.	.	96.62	.	100.00	99.76	.	.	100.00	99.96	.	100.00	.	100.00
ESC_LB1874AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	98.95	.	.	.	.	.	.	.	96.62	.	100.00	99.76	.	.	100.00	99.96	.	100.00	.	100.00
ESC_LB1889AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	98.95	.	.	.	.	.	.	.	96.62	.	100.00	99.76	.	.	100.00	99.96	.	100.00	.	100.00
ESC_LB1890AA_AS_abricate.tsv	27	100.00	.	.	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	.	.	.	.	99.96	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	80.46	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_LB1903AA_AS_abricate.tsv	38	100.00	.	100.00	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	.	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	99.74	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00
ESC_LB1921AA_AS_abricate.tsv	44	100.00	.	85.44	84.60	100.00	.	100.00	100.00	.	100.00	82.82	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	98.58	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	94.84	.	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	.	100.00	100.00	99.72	100.00	100.00	100.00	100.00	.	.	100.00
ESC_LB1926AA_AS_abricate.tsv	45	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	98.58	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	95.47;94.84	.	100.00	.	.	.	99.68	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	95.21;96.26	100.00	100.00	.	99.83	100.00	100.00	100.00	100.00	.	100.00	100.00	99.72	100.00	100.00	100.00	100.00	.	.	100.00
ESC_LB1928AA_AS_abricate.tsv	36	100.00	.	100.00	.	100.00	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	100.00	.	.	100.00	.	.	100.00	.	99.62;94.84	.	100.00	.	100.00	100.00	100.00;99.68	99.96	.	100.00	100.00	.	100.00	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	.	99.74	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	100.00
ESC_LB2007AA_AS_abricate.tsv	16	100.00	.	.	.	.	.	.	99.45	100.00	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	87.12	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	80.42	.	.	100.00	.	100.00	.	.	100.00
ESC_LB2028AA_AS_abricate.tsv	19	100.00	.	100.00	.	.	.	.	99.45	100.00	.	.	.	.	.	.	.	.	100.00	.	100.00	.	100.00	99.96	100.00	.	.	.	.	.	.	.	.	.	.	.	.	99.95	.	.	.	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	80.45	.	.	.	.	92.92	100.00	.	100.00
ESC_LB2239AA_AS_abricate.tsv	26	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	95.47	.	99.93	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	.	.	99.77	.	.	.	100.00	.	.	99.83;99.83	100.00;100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB2280AA_AS_abricate.tsv	22	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	99.68;100.00	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	99.31	.	.	.	.	.	100.00	.	100.00
ESC_LB2282AA_AS_abricate.tsv	20	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	95.47	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.73	.	.	.	.	100.00	99.52	.	.	.	100.00	100.00	100.00	.	100.00
ESC_LB2298AA_AS_abricate.tsv	30	100.00	.	100.00	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	99.68	99.96	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	.	.	98.80	99.55	100.00	99.97	.	.	.	100.00	100.00	.	.	100.00
ESC_LB2376AA_AS_abricate.tsv	18	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	.	.	100.00	100.00	.	100.00
ESC_LB2438AA_AS_abricate.tsv	30	100.00	.	.	100.00;100.00;100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	94.84	.	100.00	99.86	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	99.04	.	100.00	96.59	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB2463AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	100.00	.	.	.	99.93	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	99.76	.	.	.	.	100.00	100.00	.	100.00
ESC_LB2484AA_AS_abricate.tsv	26	100.00	.	.	100.00;100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	100.00	.	.	99.68;99.68;97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB2536AA_AS_abricate.tsv	28	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	98.56	100.00	.	.	.	100.00	.	100.00	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB2555AA_AS_abricate.tsv	17	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	99.96	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	.	.	100.00	100.00	.	100.00
ESC_LB2559AA_AS_abricate.tsv	29	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	94.84;98.49	.	100.00	.	.	.	99.68	99.96	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	100.00	99.10	.	.	.	100.00	100.00	.	100.00	100.00
ESC_LB2630AA_AS_abricate.tsv	29	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	99.98	.	.	.	.	.	100.00	.	.	100.00	100.00;99.68	99.96	.	100.00	100.00	100.00	.	.	.	.	.	99.77	.	.	.	100.00;100.00	.	.	.	100.00	.	.	.	.	100.00	99.76	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB2636AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2637AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2639AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2643AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2646AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2649AA_AS_abricate.tsv	19	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2654AA_AS_abricate.tsv	36	100.00	100.00	100.00;100.00	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	.	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	84.67;83.52	100.00	.	.	.	.	.	99.74	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00
ESC_LB2657AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2666AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2669AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.28	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2676AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2677AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2684AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2688AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2691AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2692AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2693AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	.	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	92.58	83.90	100.00	100.00	.	100.00
ESC_LB2695AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2699AA_AS_abricate.tsv	19	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2700AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2701AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2703AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2704AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2705AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2706AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2711AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2717AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2718AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2719AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	.	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	92.58	83.90	100.00	100.00	.	100.00
ESC_LB2720AA_AS_abricate.tsv	21	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	99.91	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2728AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2730AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2731AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
