#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Food origin	Min-same	Min-diff	BioSample	Assembly	Computed types	SNP cluster	AMR genotypes	AMR genotypes core	IFSAC category	Source type	Host	K-mer group	Scientific name	AST phenotypes	Virulence genotypes	Stress genotypes	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Collected by	Collection date	Lat/Lon	N50	Length	Contigs	Library layout	Platform	Run	SRA Center	SRA release date	Species TaxID	Outbreak	Host disease	Level	Method	PFGE primary enzyme pattern	PFGE secondary enzyme pattern	TaxID	WGS prefix	WGS accession
E.coli and Shigella		"2024KU-00304","SRS22042875"		PDT002260188.1	2024-07-18T20:56:33Z	USA	Blood specimen	clinical		3	39	SAMN42585688	GCA_040777965.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=PARTIAL_END_OF_CONTIG,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA288601		2024-05-18		119955	4848768	120	PAIRED	ILLUMINA	SRR29881109	NARMS_TN_DH	2024-07-18T18:49:10Z	562			Contig	SKESA v. 2.2			562	ABTOCS	ABTOCS000000000.1
E.coli and Shigella		"2024KU-00322","SRS22042870"		PDT002260193.1	2024-07-18T20:56:35Z	USA	Blood specimen	clinical		0	38	SAMN42585703	GCA_040777905.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=PARTIAL_END_OF_CONTIG,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA288601		2024-05-26		111468	4844409	117	PAIRED	ILLUMINA	SRR29881114	NARMS_TN_DH	2024-07-18T18:49:10Z	562			Contig	SKESA v. 2.2			562	ABTOCQ	ABTOCQ000000000.1
E.coli and Shigella	LACPHL-BACT-2024-00230	"LACPHL-BACT-2024-00230","SRS22000203"		PDT002262228.1	2024-07-22T03:34:35Z	USA: California	rectal swab	clinical		8	15	SAMN42500153	GCA_040795735.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA1004324		2024-06-07		106208	4870584	117						562			Contig	Shovill-SKESA v. v1.1.0			562	JBFNAU	JBFNAU000000000.1
E.coli and Shigella	LACPHL-BACT-2024-00208	"LACPHL-BACT-2024-00208","SRS21792364"		PDT002262234.1	2024-07-22T03:43:55Z	USA: California	urine	clinical		17	30	SAMN42100975	GCA_040797345.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA1004324		2024-05-20		46200	4847873	239						562			Contig	Shovill-SKESA v. v1.1.0			562	JBFNQB	JBFNQB000000000.1
E.coli and Shigella		"2024KU-00355","SRS22083271"		PDT002263393.1	2024-07-23T20:13:57Z	USA	Blood specimen	clinical		0	38	SAMN42763057	GCA_040827805.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=PARTIAL_END_OF_CONTIG,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA288601		2024-07-02		125731	4869036	121	PAIRED	ILLUMINA	SRR29929241	NARMS_TN_DH	2024-07-23T18:46:40Z	562			Contig	SKESA v. 2.2			562	ABTPXQ	ABTPXQ000000000.1
E.coli and Shigella		"OH1154","SRS22124777","clinical isolate"		PDT002264623.1	2024-07-25T18:21:08Z	USA: Louisiana	urine	clinical		25	14	SAMN42814202	GCA_043329495.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA1127607	Ochsner Clinic Foundation	2023-12-06	Not Collected	126330	4907031	124	PAIRED	ILLUMINA	SRR29988143	BIOINFOEXPERTS, LLC	2024-07-25T15:46:23Z	562		Not Collected	Contig	SKESA v. 2.2			562	DAYRJR	DAYRJR000000000.1
E.coli and Shigella	2024GO-0279	"2024GO-0279","SRS22142886"		PDT002268078.1	2024-07-26T22:21:30Z	USA		clinical		3	18	SAMN42839347	GCA_040901875.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA288601	MDH Labs Administration	2024		119135	4862028	115	PAIRED	ILLUMINA	SRR30007901	MDH_CSL	2024-07-26T19:46:51Z	562		hospital acquired infection	Contig	SKESA v. 2.2			562	ABTRVY	ABTRVY000000000.1
E.coli and Shigella		"2024BB-00094","SRS22144486"		PDT002268181.1	2024-07-27T01:57:19Z	USA		clinical		7	21	SAMN42842611			PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=MISTRANSLATION,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=MISTRANSLATION,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	NUCLEOTIDE	PRJNA288601		2024		136804	4856442	112	PAIRED	ILLUMINA	SRR30009726	CALIFORNIA DEPARTMENT OF PUBLIC HEALTH	2024-07-26T23:33:50Z	562							562		
E.coli and Shigella		"2024BB-00092","SRS22144484"		PDT002268183.1	2024-07-27T01:57:22Z	USA		clinical		4	11	SAMN42842609	GCA_040936685.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA288601		2024		103248	4848956	129	PAIRED	ILLUMINA	SRR30009728	CALIFORNIA DEPARTMENT OF PUBLIC HEALTH	2024-07-26T23:32:45Z	562			Contig	SKESA v. 2.2			562	ABTSBD	ABTSBD000000000.1
E.coli and Shigella		"2024LY00064","SRS22153395"		PDT002275191.1	2024-07-29T18:13:52Z	USA	urine	clinical		14	27	SAMN42890659	GCA_040941175.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA288601		2024		125493	4913778	113	PAIRED	ILLUMINA	SRR30019634	GPHL	2024-07-29T16:21:23Z	562			Contig	SKESA v. 2.2			562	ABTSFR	ABTSFR000000000.1
E.coli and Shigella		"2024BV-00117","SRS22170135"		PDT002277122.1	2024-07-30T22:09:08Z	USA	urine	clinical		0	29	SAMN42924005	GCA_040964235.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaNDM=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaNDM=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-05-02.2	COMBINED	PRJNA288601	SC	2024		147899	4834042	114	PAIRED	ILLUMINA	SRR30041409	SCDPH_PNGT	2024-07-30T19:46:49Z	562			Contig	SKESA v. 2.2			562	ABTTLK	ABTTLK000000000.1
E.coli and Shigella	2024HL-00783	"2024HL-00783","IDR2400040192-01-00","SRS22250072"		PDT002291806.1	2024-08-05T20:47:18Z	USA	urine	clinical		13	27	SAMN43035885	GCA_041058485.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024		88798	4910680	147	PAIRED	ILLUMINA	SRR30131579	WADSWORTH CENTER - NYS DOH	2024-08-05T17:59:44Z	562			Contig	SKESA v. 2.2			562	ABTVWZ	ABTVWZ000000000.1
E.coli and Shigella	MGH495	"MGH495","SRS15361599"		PDT002305455.1	2024-08-09T10:25:43Z	USA: Massachusetts		clinical		0	20	SAMN22368593	GCA_044378255.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,erm(B)=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,erm(B)=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA271899	Massachusetts General Hospital			58166	4919899	217	PAIRED	ILLUMINA	SRR30179308	BROAD_GCID	2024-08-09T06:03:04Z	562			Contig	SKESA v. 2.2			562	DBASLJ	DBASLJ000000000.1
E.coli and Shigella		"2024DK-00235","SRS22288967"		PDT002306295.1	2024-08-09T18:27:46Z	USA	urine	clinical		0	9	SAMN43084213	GCA_041193225.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024		107922	4853527	126	PAIRED	ILLUMINA	SRR30179449	MASSACHUSETTS STATE PUBLIC HEALTH LAB	2024-08-09T15:55:24Z	562			Contig	SKESA v. 2.2			562	ABTYSZ	ABTYSZ000000000.1
