barcode	ST
ESC_BA2879AA_AS	146
ESC_PB0018AA_AS	141
ESC_XA7033AA_AS	17
ESC_HB7995AA_AS	20
ESC_SA7239AA_AS	33
ESC_EB7910AA_AS	1025
ESC_GA4969AA_AS	156
ESC_KB3323AA_AS	162
ESC_BA0995AA_AS	182
ESC_BA3401AA_AS	300
ESC_UA5475AA_AS	345
ESC_GB7774AA_AS	349
ESC_NB2972AA_AS	3580
ESC_GA8669AA_AS	362
ESC_LB0586AA_AS	40
ESC_GB3468AA_AS	40
ESC_OB9232AA_AS	40
ESC_NB6836AA_AS	405
ESC_GB0947AA_AS	43
ESC_LB4666AA_AS	46
ESC_BA3015AA_AS	48
ESC_RA9966AA_AS	540
ESC_ZA5189AA_AS	56
ESC_CB8788AA_AS	56
ESC_QA8291AA_AS	56
ESC_UA7346AA_AS	583
ESC_PA9518AA_AS	583
ESC_LB2770AA_AS	635
ESC_LB2749AA_AS	635
ESC_YA6247AA_AS	648
ESC_GA9306AA_AS	675
ESC_IA9063AA_AS	69
ESC_LA5655AA_AS	718
ESC_YA6974AA_AS	73
ESC_HA1893AA_AS	746
ESC_IA3616AA_AS	746
ESC_UA5590AA_AS	752
ESC_GB2525AA_AS	88
ESC_SA3263AA_AS	88
ESC_GA8622AA_AS	88
ESC_ZA2269AA_AS	906
ESC_AA8584AA_AS	167
ESC_KB1340AA_AS	127
ESC_VA4579AA_AS	278
ESC_LB3920AA_AS	162
ESC_GB6753AA_AS	1193
ESC_EB9568AA_AS	145
ESC_QA7561AA_AS	1079
ESC_RA0398AA_AS	141
ESC_IB0206AA_AS	1025
ESC_CA4062AA_AS	156
ESC_HA2631AA_AS	206
ESC_NB5486AA_AS	206
ESC_FA6684AA_AS	154
ESC_GA3915AA_AS	1967
ESC_SA6131AA_AS	33
ESC_BA7366AA_AS	33
ESC_RA2424AA_AS	189
ESC_JB0023AA_AS	12
ESC_SA3966AA_AS	1025
ESC_ZA5340AA_AS	295
ESC_WA7948AA_AS	20
ESC_ZA5652AA_AS	1196
ESC_SA9089AA_AS	25
ESC_KB6273AA_AS	154
ESC_GA1205AA_AS	146
ESC_NB6774AA_AS	182
ESC_EB7414AA_AS	145
ESC_JA5150AA_AS	141
ESC_FB2823AA_AS	362
ESC_IB6157AA_AS	38
ESC_GB7119AA_AS	38
ESC_NA8132AA_AS	38
ESC_OB1036AA_AS	393
ESC_BA5438AA_AS	393
ESC_LA0592AA_AS	394
ESC_IB6330AA_AS	398
ESC_NB3597AA_AS	398
ESC_GA7613AA_AS	410
ESC_NB4741AA_AS	428
ESC_CB7661AA_AS	43
ESC_HA4702AA_AS	448
ESC_YA1236AA_AS	448
ESC_MA3450AA_AS	457
ESC_LA2843AA_AS	46
ESC_RB8566AA_AS	540
ESC_KB1686AA_AS	540
ESC_IB8617AA_AS	58
ESC_ZA5920AA_AS	58
ESC_DB2502AA_AS	583
ESC_FB3080AA_AS	59
ESC_IA1231AA_AS	6
ESC_GB7090AA_AS	617
ESC_CA5614AA_AS	62
ESC_LB2745AA_AS	635
ESC_BA3310AA_AS	641
ESC_ZA2888AA_AS	655
ESC_SA2882AA_AS	675
ESC_CA4728AA_AS	69
ESC_UA5898AA_AS	718
ESC_TA8692AA_AS	73
ESC_IA9469AA_AS	744
ESC_LA0705AA_AS	746
ESC_CA1153AA_AS	88
ESC_BA4201AA_AS	95
ESC_UA0995AA_AS	998
ESC_FA5672AA_AS	21
ESC_LB0105AA_AS	182
ESC_OA6501AA_AS	1967
ESC_RB2234AA_AS	117
ESC_LA1364AA_AS	117
ESC_HA8797AA_AS	162
ESC_EB8036AA_AS	243
ESC_OA1299AA_AS	1079
ESC_WA4878AA_AS	295
ESC_MA3839AA_AS	165
ESC_XA6653AA_AS	11
ESC_XA6828AA_AS	11
ESC_RA2291AA_AS	17
ESC_LA4344AA_AS	223
ESC_FA8027AA_AS	34
ESC_KB8866AA_AS	100
ESC_EB8730AA_AS	243
ESC_YA0537AA_AS	245
ESC_SA3944AA_AS	1967
ESC_NB6360AA_AS	141
ESC_GA1392AA_AS	16
ESC_SA1728AA_AS	342
ESC_CB5232AA_AS	16
ESC_OB1402AA_AS	1060
ESC_RA0087AA_AS	11
ESC_CB7192AA_AS	167
ESC_SA5073AA_AS	33
ESC_DB2371AA_AS	297
ESC_CA1466AA_AS	300
ESC_NA9923AA_AS	345
ESC_TA4439AA_AS	345
ESC_FA6813AA_AS	349
ESC_HB8765AA_AS	3580
ESC_FB2781AA_AS	362
ESC_FB2827AA_AS	362
ESC_CB4070AA_AS	362
ESC_GA0090AA_AS	372
ESC_JA5553AA_AS	38
ESC_YA3610AA_AS	38
ESC_GB6028AA_AS	393
ESC_HA9783AA_AS	393
ESC_SA5720AA_AS	398
ESC_LB3043AA_AS	4
ESC_WA5791AA_AS	405
ESC_HA6620AA_AS	405
ESC_HA7409AA_AS	43
ESC_MA1944AA_AS	43
ESC_HB0515AA_AS	442
ESC_PA8304AA_AS	448
ESC_JA0302AA_AS	453
ESC_WA5546AA_AS	457
ESC_GA5273AA_AS	540
ESC_GB3997AA_AS	56
ESC_HA2520AA_AS	56
ESC_BA2676AA_AS	56
ESC_XA4228AA_AS	56
ESC_RA5142AA_AS	57
ESC_BA6476AA_AS	58
ESC_GA8920AA_AS	583
ESC_SA5318AA_AS	59
ESC_YA2512AA_AS	59
ESC_BA6113AA_AS	59
ESC_GA8966AA_AS	6
ESC_LA0847AA_AS	62
ESC_LB2703AA_AS	635
ESC_QA3780AA_AS	641
ESC_PA0888AA_AS	641
ESC_RA6576AA_AS	641
ESC_QA6144AA_AS	655
ESC_WA9203AA_AS	655
ESC_QA7331AA_AS	69
ESC_IA9331AA_AS	744
ESC_TB1051AA_AS	752
ESC_UA5656AA_AS	752
ESC_NA7839AA_AS	90
ESC_LA0258AA_AS	206
ESC_FB4686AA_AS	20
ESC_VA3681AA_AS	141
ESC_SA5748AA_AS	34
ESC_RB2055AA_AS	117
ESC_UA2424AA_AS	23
ESC_GA0855AA_AS	146
ESC_VA3331AA_AS	155
ESC_IB9243AA_AS	295
ESC_UA6403AA_AS	189
ESC_OA4362AA_AS	16
ESC_TA3990AA_AS	127
ESC_JA1018AA_AS	29
ESC_GA6606AA_AS	20
ESC_KB8642AA_AS	295
ESC_MA2785AA_AS	127
ESC_RA6734AA_AS	17
ESC_PA2613AA_AS	189
ESC_VA9708AA_AS	20
ESC_NB6341AA_AS	141
ESC_UA6168AA_AS	1193
ESC_XA1362AA_AS	127
ESC_HA7889AA_AS	224
ESC_CA3642AA_AS	12
ESC_CB1499AA_AS	32
ESC_ZA5759AA_AS	224
ESC_FA9943AA_AS	1193
ESC_FB9172AA_AS	32
ESC_HB7162AA_AS	189
ESC_RB8760AA_AS	349
ESC_RA9781AA_AS	295
ESC_CA3764AA_AS	306
ESC_FB9154AA_AS	32
ESC_GA0833AA_AS	146
ESC_OB2055AA_AS	1193
ESC_GB4741AA_AS	1025
ESC_IA4743AA_AS	354
ESC_UA1545AA_AS	3580
ESC_WA4200AA_AS	3580
ESC_MB2617AA_AS	3580
ESC_HB8564AA_AS	3580
ESC_BA8712AA_AS	3580
ESC_IB6194AA_AS	38
ESC_AA9953AA_AS	393
ESC_NB8771AA_AS	398
ESC_MA3977AA_AS	4
ESC_BA6986AA_AS	40
ESC_RA0615AA_AS	410
ESC_BA4727AA_AS	43
ESC_IA3461AA_AS	48
ESC_TA8328AA_AS	542
ESC_RB8532AA_AS	542
ESC_OB8100AA_AS	57
ESC_TA3975AA_AS	59
ESC_RA9390AA_AS	617
ESC_GA0259AA_AS	617
ESC_VA4051AA_AS	617
ESC_UA5215AA_AS	635
ESC_RA1523AA_AS	675
ESC_TA3998AA_AS	69
ESC_HA6985AA_AS	69
ESC_FB4481AA_AS	69
ESC_KA6988AA_AS	69
ESC_MB6258AA_AS	718
ESC_LB3140AA_AS	752
ESC_PA8378AA_AS	95
ESC_FA6917AA_AS	998
ESC_AA8545AA_AS	33
ESC_BA1559AA_AS	131
ESC_KB3404AA_AS	117
ESC_RA9740AA_AS	156
ESC_AB7726AA_AS	16
ESC_LA0624AA_AS	226
ESC_TA2283AA_AS	1196
ESC_EB9771AA_AS	148
ESC_KB9916AA_AS	165
ESC_SA5171AA_AS	11
ESC_IB9543AA_AS	154
ESC_WA6734AA_AS	349
ESC_MA3011AA_AS	245
ESC_BA5937AA_AS	32
ESC_WA6663AA_AS	100
ESC_AA8555AA_AS	167
ESC_BA7651AA_AS	21
ESC_GA0974AA_AS	146
ESC_GB6993AA_AS	297
ESC_KB3732AA_AS	12
ESC_NB8240AA_AS	34
ESC_HA8221AA_AS	12
ESC_GB3519AA_AS	300
ESC_JB9100AA_AS	245
ESC_YA1446AA_AS	141
ESC_LA1896AA_AS	1967
ESC_RA3068AA_AS	167
ESC_NA2819AA_AS	34
ESC_KB8647AA_AS	295
ESC_GA9372AA_AS	25
ESC_EB5676AA_AS	1025
ESC_CA3191AA_AS	223
ESC_TA2214AA_AS	167
ESC_WA8504AA_AS	167
ESC_WA8162AA_AS	10
ESC_VA3650AA_AS	11
ESC_ZA9953AA_AS	10
ESC_HB5711AA_AS	295
ESC_HA4788AA_AS	29
ESC_LA5197AA_AS	145
ESC_IA6398AA_AS	154
ESC_TA8104AA_AS	11
ESC_VA9591AA_AS	141
ESC_IB8403AA_AS	224
ESC_FB0779AA_AS	117
ESC_HB8474AA_AS	295
ESC_PA9001AA_AS	1060
ESC_UA2451AA_AS	20
ESC_EB9915AA_AS	148
ESC_XA0621AA_AS	1060
ESC_DB2690AA_AS	25
ESC_LB8076AA_AS	165
ESC_HA7766AA_AS	1079
ESC_GA0868AA_AS	146
ESC_AA9365AA_AS	29
ESC_HA9001AA_AS	12
ESC_QA2903AA_AS	10
ESC_GB6563AA_AS	155
ESC_JA1118AA_AS	278
ESC_XA7307AA_AS	345
ESC_WA7926AA_AS	223
ESC_CA4127AA_AS	32
ESC_HB8055AA_AS	23
ESC_BA2249AA_AS	21
ESC_TA2247AA_AS	354
ESC_NB6906AA_AS	362
ESC_HA5587AA_AS	372
ESC_FB9365AA_AS	38
ESC_JB8396AA_AS	38
ESC_LB5638AA_AS	393
ESC_IA4279AA_AS	394
ESC_MA4032AA_AS	398
ESC_GA3832AA_AS	4
ESC_KB8549AA_AS	40
ESC_QA9975AA_AS	40
ESC_NA2694AA_AS	405
ESC_HA9719AA_AS	405
ESC_UA2323AA_AS	410
ESC_TA4159AA_AS	428
ESC_HB5621AA_AS	428
ESC_KB1832AA_AS	428
ESC_HB8668AA_AS	428
ESC_KB3339AA_AS	428
ESC_UA1853AA_AS	43
ESC_TA7074AA_AS	442
ESC_SA5780AA_AS	442
ESC_MA4173AA_AS	443
ESC_YA7020AA_AS	443
ESC_LA0341AA_AS	457
ESC_PA4863AA_AS	542
ESC_UA1321AA_AS	542
ESC_MB9108AA_AS	542
ESC_WA6630AA_AS	542
ESC_GB1442AA_AS	57
ESC_RA2147AA_AS	57
ESC_FB1152AA_AS	583
ESC_LA1366AA_AS	59
ESC_PA8741AA_AS	59
ESC_IB8001AA_AS	602
ESC_IA0565AA_AS	62
ESC_FA9818AA_AS	641
ESC_HA0125AA_AS	641
ESC_NA8127AA_AS	648
ESC_HA9823AA_AS	648
ESC_IA0363AA_AS	655
ESC_PA9405AA_AS	655
ESC_NA7810AA_AS	69
ESC_GB3741AA_AS	718
ESC_MB6264AA_AS	718
ESC_MB6223AA_AS	718
ESC_HA8399AA_AS	744
ESC_WA7340AA_AS	744
ESC_LB9631AA_AS	752
ESC_CB4639AA_AS	88
ESC_LB3456AA_AS	90
ESC_SA6786AA_AS	906
ESC_IB7473AA_AS	95
ESC_TA8695AA_AS	95
ESC_CA6295AA_AS	95
ESC_IB7676AA_AS	95
ESC_LB3425AA_AS	998
ESC_RA2599AA_AS	295
ESC_LB3521AA_AS	1060
ESC_VA9249AA_AS	1060
ESC_JB8151AA_AS	11
ESC_CB2222AA_AS	145
ESC_HA6461AA_AS	306
ESC_OB1370AA_AS	162
ESC_IB8041AA_AS	162
ESC_IA8797AA_AS	297
ESC_PA8230AA_AS	226
ESC_SA4912AA_AS	25
ESC_UA3477AA_AS	223
ESC_RB3873AA_AS	167
ESC_WA0394AA_AS	243
ESC_ZA1459AA_AS	300
ESC_VA2754AA_AS	349
ESC_EB6030AA_AS	1025
ESC_NA8732AA_AS	29
ESC_IB5845AA_AS	297
ESC_IB8209AA_AS	1060
ESC_HA2752AA_AS	1196
ESC_DB2297AA_AS	223
ESC_AA9368AA_AS	342
ESC_LA2567AA_AS	32
ESC_DB1985AA_AS	3580
ESC_PB0022AA_AS	141
ESC_HA2176AA_AS	17
ESC_JA0607AA_AS	1193
ESC_HA7669AA_AS	349
ESC_RA9726AA_AS	29
ESC_ZA6546AA_AS	167
ESC_NA7821AA_AS	131
ESC_WA1914AA_AS	206
ESC_GB7793AA_AS	100
ESC_TA3921AA_AS	1193
ESC_SB5980AA_AS	3580
ESC_RA3114AA_AS	38
ESC_DB2196AA_AS	399
ESC_ZA1509AA_AS	4
ESC_GB0938AA_AS	43
ESC_SA3563AA_AS	442
ESC_UA1465AA_AS	442
ESC_GB0486AA_AS	442
ESC_OA0080AA_AS	442
ESC_FA9981AA_AS	442
ESC_MA3899AA_AS	443
ESC_IA3640AA_AS	453
ESC_HB0037AA_AS	457
ESC_SA5400AA_AS	46
ESC_ZA5020AA_AS	48
ESC_GB8927AA_AS	542
ESC_HA8102AA_AS	56
ESC_TA4414AA_AS	57
ESC_PA9514AA_AS	583
ESC_IB7811AA_AS	602
ESC_HB6091AA_AS	617
ESC_UA5216AA_AS	635
ESC_MB2574AA_AS	746
ESC_CB9130AA_AS	90
ESC_FA6636AA_AS	906
ESC_LB9607AA_AS	906
ESC_QA1845AA_AS	93
ESC_XA8002AA_AS	93
ESC_LA2872AA_AS	998
ESC_FB9479AA_AS	1193
ESC_BA7091AA_AS	3580
ESC_BA0594AA_AS	146
ESC_KB8681AA_AS	306
ESC_NB8379AA_AS	25
ESC_WA6647AA_AS	100
ESC_OB1259AA_AS	10
ESC_PA8621AA_AS	141
ESC_LA1024AA_AS	156
ESC_JA7585AA_AS	300
ESC_MA2842AA_AS	12
ESC_BA3221AA_AS	245
ESC_GB2595AA_AS	10
ESC_SA7402AA_AS	21
ESC_UA6358AA_AS	11
ESC_FA7612AA_AS	243
ESC_NB8558AA_AS	29
ESC_JA4757AA_AS	101
ESC_FB9192AA_AS	32
ESC_JB8350AA_AS	1193
ESC_OA1465AA_AS	21
ESC_MA2837AA_AS	224
ESC_LA1013AA_AS	155
ESC_RA4396AA_AS	1079
ESC_WA7365AA_AS	101
ESC_HA8046AA_AS	165
ESC_XA2677AA_AS	101
ESC_NA2748AA_AS	1060
ESC_RA1628AA_AS	223
ESC_CB3965AA_AS	167
ESC_EB9981AA_AS	148
ESC_UA1894AA_AS	278
ESC_IA4479AA_AS	354
ESC_EB6988AA_AS	243
ESC_SA4922AA_AS	278
ESC_GB2921AA_AS	165
ESC_NA8642AA_AS	1025
ESC_WA4114AA_AS	345
ESC_HB7855AA_AS	154
ESC_DB1955AA_AS	345
ESC_MA9923AA_AS	23
ESC_ZA2001AA_AS	206
ESC_SA1044AA_AS	278
ESC_MB2273AA_AS	1193
ESC_JB5493AA_AS	12
ESC_VA5419AA_AS	189
ESC_GA0964AA_AS	146
ESC_YA6223AA_AS	156
ESC_LA5631AA_AS	245
ESC_GB8612AA_AS	162
ESC_GB6766AA_AS	1193
ESC_SA5753AA_AS	25
ESC_FB2615AA_AS	362
ESC_SA9943AA_AS	349
ESC_AB7981AA_AS	1967
ESC_NB5359AA_AS	10
ESC_UA7331AA_AS	20
ESC_SA2869AA_AS	278
ESC_RA2413AA_AS	29
ESC_HA3611AA_AS	131
ESC_CB2755AA_AS	154
ESC_TA8824AA_AS	1193
ESC_FB0031AA_AS	148
ESC_GB5283AA_AS	243
ESC_JB4685AA_AS	372
ESC_TA4009AA_AS	372
ESC_MB7436AA_AS	38
ESC_GB8711AA_AS	38
ESC_JA0206AA_AS	393
ESC_JA0553AA_AS	394
ESC_LA0287AA_AS	394
ESC_AA8766AA_AS	398
ESC_LB2771AA_AS	399
ESC_ZA5244AA_AS	40
ESC_LB1197AA_AS	405
ESC_IA4221AA_AS	405
ESC_DB2595AA_AS	410
ESC_HB5531AA_AS	428
ESC_KB8900AA_AS	43
ESC_BA1312AA_AS	43
ESC_MA2328AA_AS	43
ESC_YA8394AA_AS	443
ESC_NB7731AA_AS	448
ESC_CA4547AA_AS	448
ESC_PA8303AA_AS	448
ESC_FB4704AA_AS	453
ESC_WA0500AA_AS	457
ESC_IB9019AA_AS	457
ESC_MA0279AA_AS	46
ESC_IA3510AA_AS	48
ESC_ZA5978AA_AS	540
ESC_CB6983AA_AS	56
ESC_HA2135AA_AS	583
ESC_GA1880AA_AS	583
ESC_JA5055AA_AS	59
ESC_MB8637AA_AS	59
ESC_GB1264AA_AS	6
ESC_CB2714AA_AS	6
ESC_NB9721AA_AS	602
ESC_MB3219AA_AS	602
ESC_BB2473AA_AS	635
ESC_PA8853AA_AS	635
ESC_JA0605AA_AS	641
ESC_YA3529AA_AS	641
ESC_GB2036AA_AS	641
ESC_CA1878AA_AS	648
ESC_RA8080AA_AS	655
ESC_IA8798AA_AS	655
ESC_GA6765AA_AS	69
ESC_HA8531AA_AS	718
ESC_CA0657AA_AS	73
ESC_WA4047AA_AS	744
ESC_WA4761AA_AS	90
ESC_HA4591AA_AS	93
ESC_HA7589AA_AS	95
ESC_GB4116AA_AS	95
ESC_RA0465AA_AS	117
ESC_BA1621AA_AS	223
ESC_SA9173AA_AS	1967
ESC_JB6739AA_AS	117
ESC_OB7374AA_AS	11
ESC_LB5954AA_AS	1196
ESC_GA0613AA_AS	1196
ESC_JA0609AA_AS	1193
ESC_RA4300AA_AS	154
ESC_ZA4884AA_AS	206
ESC_NB8561AA_AS	362
ESC_GB2542AA_AS	154
ESC_IA1656AA_AS	306
ESC_HA5986AA_AS	141
ESC_KB0966AA_AS	20
ESC_HB8985AA_AS	10
ESC_EB7269AA_AS	1025
ESC_HA2317AA_AS	154
ESC_GA0323AA_AS	372
ESC_GB8659AA_AS	1196
ESC_HB7859AA_AS	101
ESC_PA8525AA_AS	10
ESC_NB2673AA_AS	155
ESC_ZA1748AA_AS	10
ESC_NB5473AA_AS	206
ESC_LA2128AA_AS	306
ESC_NA8322AA_AS	342
ESC_FA8277AA_AS	278
ESC_GA1810AA_AS	16
ESC_FB9254AA_AS	372
ESC_NA9555AA_AS	17
ESC_VA9256AA_AS	1060
ESC_OB1507AA_AS	23
ESC_GB9991AA_AS	23
ESC_SA9826AA_AS	1060
ESC_FA9708AA_AS	117
ESC_SA4341AA_AS	33
ESC_BA5557AA_AS	100
ESC_SA5293AA_AS	34
ESC_SB5223AA_AS	33
ESC_SA6564AA_AS	11
ESC_BA2768AA_AS	165
ESC_HB6621AA_AS	278
ESC_HA4412AA_AS	1193
ESC_BA7367AA_AS	1060
ESC_EB9633AA_AS	245
ESC_UA2241AA_AS	372
ESC_MB2118AA_AS	278
ESC_LB3076AA_AS	10
ESC_FA8314AA_AS	23
ESC_LA4655AA_AS	1025
ESC_GA1189AA_AS	146
ESC_LA5852AA_AS	223
ESC_JA8670AA_AS	25
ESC_IA1070AA_AS	154
ESC_LA0179AA_AS	189
ESC_MB4769AA_AS	297
ESC_LB4931AA_AS	306
ESC_SA6284AA_AS	145
ESC_NB2129AA_AS	372
ESC_LB3120AA_AS	34
ESC_EB9911AA_AS	148
ESC_PA9549AA_AS	1060
ESC_GA0918AA_AS	146
ESC_FB8998AA_AS	38
ESC_HB5689AA_AS	38
ESC_GB5329AA_AS	38
ESC_AA9766AA_AS	393
ESC_GA5178AA_AS	399
ESC_UA1936AA_AS	399
ESC_SA3211AA_AS	4
ESC_CB2810AA_AS	40
ESC_VA6172AA_AS	40
ESC_MB3268AA_AS	405
ESC_QA9929AA_AS	405
ESC_CB4059AA_AS	410
ESC_MB8980AA_AS	43
ESC_CA5725AA_AS	43
ESC_FA4742AA_AS	43
ESC_HA5079AA_AS	448
ESC_LB0833AA_AS	448
ESC_JA5166AA_AS	453
ESC_BA8086AA_AS	453
ESC_LA2995AA_AS	46
ESC_BA5499AA_AS	58
ESC_OA1216AA_AS	58
ESC_SA4723AA_AS	6
ESC_JA4081AA_AS	6
ESC_SA2245AA_AS	6
ESC_WA5191AA_AS	602
ESC_QA5614AA_AS	602
ESC_LA1264AA_AS	62
ESC_LB2643AA_AS	635
ESC_UA1660AA_AS	635
ESC_HB5646AA_AS	641
ESC_LA2912AA_AS	648
ESC_RA2350AA_AS	655
ESC_UA0577AA_AS	675
ESC_XA0839AA_AS	752
ESC_GB1445AA_AS	752
ESC_UA5617AA_AS	752
ESC_GB3478AA_AS	752
ESC_WA4063AA_AS	88
ESC_HA2604AA_AS	88
ESC_CB4329AA_AS	90
ESC_FA6511AA_AS	906
ESC_CB2463AA_AS	95
ESC_NA9151AA_AS	998
ESC_SA1212AA_AS	182
ESC_AA8215AA_AS	300
ESC_OB1410AA_AS	1060
ESC_HA6293AA_AS	342
ESC_SA1537AA_AS	1025
ESC_GA2763AA_AS	155
ESC_BA7034AA_AS	223
ESC_AA9813AA_AS	17
ESC_MB6440AA_AS	206
ESC_HA5761AA_AS	131
ESC_PA8985AA_AS	226
ESC_LA0460AA_AS	10
ESC_BA8756AA_AS	354
ESC_GA9276AA_AS	34
ESC_TA7245AA_AS	1193
ESC_IA0483AA_AS	342
ESC_GB3687AA_AS	29
ESC_RA5440AA_AS	223
ESC_BB2378AA_AS	23
ESC_TA2685AA_AS	349
ESC_GB7485AA_AS	223
ESC_HA1532AA_AS	306
ESC_QA3457AA_AS	25
ESC_LB0853AA_AS	372
ESC_NB8557AA_AS	345
ESC_RB1985AA_AS	206
ESC_NA8222AA_AS	131
ESC_HA7963AA_AS	12
ESC_CB4980AA_AS	243
ESC_WA3827AA_AS	162
ESC_NB6373AA_AS	226
ESC_GB2607AA_AS	154
ESC_RA5448AA_AS	297
ESC_RA8854AA_AS	342
ESC_NA2720AA_AS	278
ESC_CB6668AA_AS	372
ESC_VA2041AA_AS	167
ESC_FB9180AA_AS	32
ESC_WA6849AA_AS	345
ESC_IB7716AA_AS	101
ESC_EB8104AA_AS	148
ESC_FB0209AA_AS	148
ESC_FB1665AA_AS	372
ESC_IA6292AA_AS	226
ESC_RA4371AA_AS	1079
ESC_IB8835AA_AS	372
ESC_LA2876AA_AS	1196
ESC_LA0708AA_AS	1196
ESC_IA4922AA_AS	101
ESC_GA0984AA_AS	146
ESC_CA3204AA_AS	362
ESC_ZA2710AA_AS	306
ESC_QA3186AA_AS	11
ESC_CB7687AA_AS	223
ESC_SA4137AA_AS	33
ESC_EB8129AA_AS	148
ESC_RA5085AA_AS	1196
ESC_HA8963AA_AS	342
ESC_PA1033AA_AS	342
ESC_YA0194AA_AS	21
ESC_FA6009AA_AS	1967
ESC_VA6700AA_AS	297
ESC_ZA5622AA_AS	295
ESC_CA0838AA_AS	38
ESC_FB2808AA_AS	394
ESC_IA8834AA_AS	398
ESC_RA3196AA_AS	398
ESC_CB5395AA_AS	398
ESC_SA0145AA_AS	399
ESC_JB9436AA_AS	399
ESC_MB6603AA_AS	399
ESC_SA4371AA_AS	4
ESC_SA5341AA_AS	4
ESC_MB8607AA_AS	43
ESC_BA2820AA_AS	443
ESC_WA2559AA_AS	448
ESC_HA4654AA_AS	448
ESC_RA0522AA_AS	453
ESC_IA4933AA_AS	457
ESC_GA9323AA_AS	457
ESC_ZA6025AA_AS	48
ESC_RB9816AA_AS	540
ESC_KB1743AA_AS	542
ESC_MB2268AA_AS	542
ESC_ZA3471AA_AS	56
ESC_RA7984AA_AS	56
ESC_XA5210AA_AS	56
ESC_NB6428AA_AS	57
ESC_UA2143AA_AS	58
ESC_GA5323AA_AS	58
ESC_TA2457AA_AS	58
ESC_FB2735AA_AS	59
ESC_CB2670AA_AS	6
ESC_LB2741AA_AS	635
ESC_LB2691AA_AS	635
ESC_LB2760AA_AS	635
ESC_IB0166AA_AS	648
ESC_XA1357AA_AS	69
ESC_XA0421AA_AS	73
ESC_IB8515AA_AS	73
ESC_QA7368AA_AS	73
ESC_ZA5626AA_AS	746
ESC_UA6796AA_AS	752
ESC_GA5054AA_AS	88
ESC_RA4120AA_AS	90
ESC_IA6283AA_AS	998
ESC_CB8995AA_AS	297
ESC_PA9412AA_AS	21
ESC_MA8279AA_AS	223
ESC_WA2089AA_AS	1025
ESC_EB8316AA_AS	243
ESC_KB3985AA_AS	223
ESC_AA8616AA_AS	127
ESC_KB3311AA_AS	117
ESC_EB6226AA_AS	1025
ESC_LB7092AA_AS	165
ESC_CB5716AA_AS	11
ESC_PA2079AA_AS	206
ESC_HA8297AA_AS	16
ESC_LA0472AA_AS	189
ESC_TA3967AA_AS	189
ESC_AB7707AA_AS	10
ESC_PA9420AA_AS	1967
ESC_BA3090AA_AS	189
ESC_XA1176AA_AS	393
ESC_RA5147AA_AS	354
ESC_KB0842AA_AS	131
ESC_EB6478AA_AS	1025
ESC_IB7926AA_AS	23
ESC_SA4177AA_AS	33
ESC_HB8078AA_AS	189
ESC_BA7734AA_AS	29
ESC_LA2925AA_AS	38
ESC_RA5038AA_AS	155
ESC_IA3672AA_AS	117
ESC_JA5059AA_AS	29
ESC_RA4202AA_AS	189
ESC_IB8850AA_AS	141
ESC_GB1347AA_AS	226
ESC_MA2794AA_AS	38
ESC_GA3854AA_AS	25
ESC_AA9227AA_AS	1079
ESC_MA3948AA_AS	226
ESC_HA1639AA_AS	38
ESC_FA9827AA_AS	224
ESC_SA5595AA_AS	145
ESC_RA8038AA_AS	21
ESC_GA5740AA_AS	354
ESC_EB5674AA_AS	1025
ESC_TA1537AA_AS	189
ESC_IA4781AA_AS	349
ESC_FA6011AA_AS	300
ESC_PB2566AA_AS	354
ESC_MA0212AA_AS	12
ESC_EB8443AA_AS	145
ESC_HA6977AA_AS	23
ESC_SA2641AA_AS	1025
ESC_BA8367AA_AS	127
ESC_IA3645AA_AS	10
ESC_NB1733AA_AS	100
ESC_XA5983AA_AS	1060
ESC_BA7046AA_AS	1079
ESC_AA9943AA_AS	278
ESC_KB3831AA_AS	345
ESC_IA4752AA_AS	224
ESC_WA9219AA_AS	23
ESC_NA8027AA_AS	1196
ESC_IB7908AA_AS	162
ESC_KA6984AA_AS	10
ESC_KB4180AA_AS	1196
ESC_FB2673AA_AS	394
ESC_MA3902AA_AS	398
ESC_AA9297AA_AS	4
ESC_MA4129AA_AS	4
ESC_LB0591AA_AS	40
ESC_BA9381AA_AS	405
ESC_IA8961AA_AS	405
ESC_MA4166AA_AS	410
ESC_MB9064AA_AS	410
ESC_GB9773AA_AS	428
ESC_CA3282AA_AS	43
ESC_GB5871AA_AS	442
ESC_GB7596AA_AS	442
ESC_SA2484AA_AS	442
ESC_CB4619AA_AS	442
ESC_GB5390AA_AS	442
ESC_UA9705AA_AS	442
ESC_LA5989AA_AS	443
ESC_FA9933AA_AS	457
ESC_OA0813AA_AS	457
ESC_VA9471AA_AS	457
ESC_WA4179AA_AS	540
ESC_HA8487AA_AS	542
ESC_NB3589AA_AS	56
ESC_BB6239AA_AS	57
ESC_HA7899AA_AS	57
ESC_UA1681AA_AS	57
ESC_JB8833AA_AS	6
ESC_GA9401AA_AS	6
ESC_MB3280AA_AS	602
ESC_IA0227AA_AS	617
ESC_WA8564AA_AS	62
ESC_HA3344AA_AS	62
ESC_IA3943AA_AS	641
ESC_SA3887AA_AS	655
ESC_SA3244AA_AS	675
ESC_WA0490AA_AS	675
ESC_SA5700AA_AS	675
ESC_NB6321AA_AS	69
ESC_PA8720AA_AS	69
ESC_BA8192AA_AS	69
