#FILE	NUM_FOUND	NlpI_gi_218560235	afaC/draC/daaC_VFG045796	ag43-MS7163	ag43a_CFT073	cdtB_gi_117623644	chuA_gi_26250130	cirA_AE016763_105	cjrC_UTI89_RS25305	cnf1_gi_403299	csgE_gi_15801156	ecpC_gi_15799996	eitB_APECO1_RS26190	entS_gi_26246570	fecA_b4291	fepA_gi_26246561	fhuA_b0150	fhuE_b1102	fimD_gi_15804892	fiu_c0890	fliC(H4)_AJ536600.1	focH_gi_386638502	fyuA_gi_26248288	hbp/tsh_gi_3288154	hlyA_gi_386641997	hlyF_APECO1_O1CoBM189	hma_gi_26248334	hra1_AAC13751	ibeA_gi_18152905	ibeB_gi_4835717	iha_gi_78057505	ireA_gi_26250982	iroN_gi_26247124	iss_SPG000143	iutA_gi_26249458	kpsD_gi_409035	nhaA_GeneID:944758	ompA_gi_7188818	ompT_SPG000077	papC_gi_26249425	papGIII_ABE1029	papGII_AAN82031	pixC_gi_30524679	sat_gi_26249454	sisA_AE016766_93	sitA_gi_386618823	tcpC_gi_26248250	traJ_gi_150860	traT_SPG000097	uclC_ABE10308	upaB_ECP_0379	upaC/ehaB_VFG045825	upaG/ehaG_beta	upaI_ECP_2276	usp_gi_386617620	vat_gi_386605757	yadV_b0140	ydeT_AE016760_251	yehC_b2110	yqiH_c3793	znuB_AAC74929
ESC_EA3967AA_abricate.tsv	44	100.00	.	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	94.84	99.93	100.00	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	99.70	.	.	.	.	100.00	.	.	100.00	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA3969AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA3971AA_abricate.tsv	38	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA3997AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA3998AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA3999AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4002AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4004AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68;99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4441AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	.	100.00	.	.	.	97.39	99.62	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4442AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4443AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4445AA_abricate.tsv	43	100.00	100.00	100.00;100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	100.00	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	96.46;83.52;84.58	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4446AA_abricate.tsv	37	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	.	.	99.45	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4447AA_abricate.tsv	37	100.00	100.00	100.00	95.58;95.89	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4449AA_abricate.tsv	33	100.00	.	100.00	.	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4450AA_abricate.tsv	33	100.00	.	100.00	.	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	99.95	.	.	100.00	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
ESC_EA4452AA_abricate.tsv	42	100.00	100.00	100.00	94.23;94.23	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4457AA_abricate.tsv	37	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	.	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4459AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	99.62	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	96.25	100.00	100.00
ESC_EA4461AA_abricate.tsv	43	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	.	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4465AA_abricate.tsv	37	100.00	.	100.00;100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	.	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	.	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4469AA_abricate.tsv	41	100.00	100.00	100.00	100.00;100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	99.62	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4605AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
ESC_EA4606AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	80.46	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4711AA_abricate.tsv	41	100.00	.	.	100.00	100.00	100.00	100.00	.	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	100.00	100.00	94.84	99.93	100.00	.	.	100.00	100.00;99.68	99.96	100.00	100.00	100.00	82.29	100.00	.	.	.	.	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA4737AA_abricate.tsv	40	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	99.93	100.00	100.00	.	.	99.68	99.96	.	100.00	100.00	100.00	.	.	.	.	100.00	80.84	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA5161AA_abricate.tsv	37	100.00	.	.	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	97.54	.	99.74	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
ESC_EA5303AA_abricate.tsv	38	100.00	.	.	.	.	100.00	100.00	.	.	100.00	99.56	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	99.62	.	100.00	99.86;100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA5929AA_abricate.tsv	39	100.00	.	.	100.00	.	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	95.47	.	100.00	.	.	.	99.68	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	98.95	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6015AA_abricate.tsv	42	100.00	100.00	100.00	.	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	100.00	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	96.46;98.95	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6017AA_abricate.tsv	45	100.00	.	100.00	100.00	.	100.00	99.95	99.73	80.33	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	100.00	100.00	.	.	100.00	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6126AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6135AA_abricate.tsv	36	100.00	.	.	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	.	100.00	.	100.00	.	100.00	100.00	100.00
ESC_EA6136AA_abricate.tsv	33	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	.	100.00	.	100.00	.	100.00	97.47	100.00
ESC_EA6137AA_abricate.tsv	41	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	83.52;100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	98.45	100.00	100.00	100.00
ESC_EA6138AA_abricate.tsv	41	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	84.58;83.52	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6139AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	88.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6140AA_abricate.tsv	44	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	.	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6141AA_abricate.tsv	44	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	100.00	100.00	99.74	100.00	100.00	.	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6142AA_abricate.tsv	36	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	.	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	.	.	.	.	99.74	100.00	100.00	.	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6143AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68;99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6144AA_abricate.tsv	43	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	100.00	.	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	100.00	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6197AA_abricate.tsv	45	100.00	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	100.00	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6198AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6199AA_abricate.tsv	45	100.00	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	100.00	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6202AA_abricate.tsv	45	100.00	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	100.00	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6203AA_abricate.tsv	45	100.00	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	100.00	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6375AA_abricate.tsv	41	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	99.62	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6477AA_abricate.tsv	37	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	.	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	.	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6485AA_abricate.tsv	41	100.00	100.00	100.00	100.00;100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	99.62	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6490AA_abricate.tsv	43	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	.	.	100.00	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6492AA_abricate.tsv	38	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6538AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6539AA_abricate.tsv	39	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6581AA_abricate.tsv	37	100.00	.	.	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	.	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6644AA_abricate.tsv	38	100.00	.	100.00;100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	.	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	99.83	81.42	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6670AA_abricate.tsv	40	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	81.41	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6710AA_abricate.tsv	41	100.00	.	100.00	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
ESC_EA6719AA_abricate.tsv	38	100.00	.	100.00	100.00	.	100.00	100.00	.	.	100.00	100.00	.	100.00	100.00	100.00	99.64	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
ESC_EA6881AA_abricate.tsv	38	100.00	100.00	88.88	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	99.64	100.00	100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	.	99.96	100.00	100.00	100.00	100.00	.	.	.	.	100.00	83.81;84.58	100.00	.	.	100.00;100.00	.	99.74	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
